date,market,Paid Search,Paid Social,OTAs,Paid Display,Paid Search_rev,Paid Social_rev,OTAs_rev,Paid Display_rev,total_revenue,conversions,conversions_base
2024-08-18,Carnation,12585.066499618133,13406.209489059047,10865.60819077081,11634.518305122614,32721.172899007146,58987.32175185981,32596.82457231243,38393.91040690462,162699.229630084,1626.99229630084,1626.99229630084
2024-08-25,Carnation,21113.437620113928,13792.02962656836,10129.88468120935,11719.780976294256,54894.937812296215,60684.93035690078,30389.654043628052,38675.277221771044,184644.7994345961,1846.447994345961,1846.447994345961
2024-09-01,Carnation,23503.346184979422,15508.841686602425,10506.403993112803,11258.621460979559,61108.7000809465,68238.90342105068,31519.211979338408,37153.450821232545,198020.26630256814,1980.2026630256814,1980.2026630256814
2024-09-08,Carnation,18537.18132778252,14134.883624360758,10591.678213567446,11242.227934523527,48196.67145223456,62193.48794718734,31775.03464070234,37099.352183927636,179264.54622405188,1792.6454622405188,1792.6454622405188
2024-09-15,Carnation,20869.324570689238,19150.801597290876,11306.687055147539,11413.157642097885,54260.24388379202,84263.52702807986,33920.06116544262,37663.42021892302,210107.2522962375,2101.072522962375,2101.072522962375
2024-09-22,Carnation,23603.641766491834,14183.849253956898,6942.813197233219,10185.444640348673,61369.468592878766,62408.93671741035,20828.43959169966,33611.96731315062,178218.8122151394,1782.1881221513938,1782.1881221513938
2024-09-29,Carnation,14387.624236922433,14296.973031917383,10027.627568784328,15017.58716209551,37407.82301599833,62906.68134043649,30082.882706352982,49558.03763491518,179955.42469770298,1799.5542469770298,1799.5542469770298
2024-10-06,Carnation,20980.782121292486,14561.798942382271,11244.108371775234,8019.956443785806,54550.03351536047,64071.915346482,33732.3251153257,26465.85626449316,178820.13024166133,1788.2013024166133,1788.2013024166133
2024-10-13,Carnation,20706.843674325697,16541.730387773932,7782.120631330237,14058.757277772473,53837.79355324681,72783.6137062053,23346.36189399071,46393.89901664916,196361.668170092,1963.6166817009198,1963.6166817009198
2024-10-20,Carnation,21015.489222483244,14169.424172198398,10949.172799159427,16087.247144047913,54640.27197845643,62345.46635767296,32847.518397478285,53087.91557535811,202921.1723089658,2029.2117230896579,2029.2117230896579
2024-10-27,Carnation,20545.598765175484,15496.441172600673,9310.958650689634,10470.280134963376,53418.55678945626,68184.34115944296,27932.875952068902,34551.92444537914,184087.69834634726,1840.8769834634725,1840.8769834634725
2024-11-03,Carnation,22491.007449632736,13287.832348182266,10107.349355829088,11140.21659582279,58476.61936904512,58466.462332001975,30322.048067487267,36762.714766215206,184027.84453474957,1840.2784453474958,1840.2784453474958
2024-11-10,Carnation,21436.939477239175,15667.324210573897,11556.309916386848,11081.970482061455,55736.042640821855,68936.22652652515,34668.92974916055,36570.502590802804,195911.70150731032,1959.1170150731032,1959.1170150731032
2024-11-17,Carnation,19190.375194119886,13042.472568435385,9333.560109885833,12679.140887480735,49894.97550471171,57386.8793011157,28000.6803296575,41841.16492868642,177123.70006417134,1771.2370006417134,1771.2370006417134
2024-11-24,Carnation,22270.965849936056,13155.669351644749,11304.408880158491,14440.14814584891,57904.51120983375,57884.9451472369,33913.22664047548,47652.488881301404,197355.17187884753,1973.5517187884752,1973.5517187884752
2024-12-01,Carnation,21240.3047096711,18753.591625116132,8839.31620134464,9759.621534039448,55224.79224514487,82515.80315051098,26517.948604033918,32206.75106233018,196465.29506201993,1964.6529506201994,1964.6529506201994
2024-12-08,Carnation,14663.839253287164,17992.088622978365,10981.548484531086,11899.94759236118,38125.98205854663,79165.1899411048,32944.64545359326,39269.827054791895,189505.6445080366,1895.056445080366,1895.056445080366
2024-12-15,Carnation,20839.90587895946,12749.021905403246,13668.627969425239,12232.59812755541,54183.755285294596,56095.69638377429,41005.88390827572,40367.57382093285,191652.90939827746,1916.5290939827746,1916.5290939827746
2024-12-22,Carnation,20328.184383814678,16451.533247797383,10721.51384760507,12402.991243702436,52853.279397918166,72386.7462903085,32164.541542815212,40929.87110421804,198334.4383352599,1983.3443833525992,1983.3443833525992
2024-12-29,Carnation,17628.576633664063,15942.936714271991,12823.03674471255,14421.756083078959,45834.299247526564,70148.92154279677,38469.11023413765,47591.79507416056,202044.12609862155,2020.4412609862154,2020.4412609862154
2024-01-07,Dahlia,24779.55987991819,13977.56864713763,8515.592769612129,11773.583543820634,64426.8556877873,61501.30204740558,25546.778308836387,38852.82569460809,190327.76173863737,1903.2776173863738,1903.2776173863738
2024-01-14,Dahlia,20167.174736866084,17188.383036941897,7461.303055427771,14753.190575029104,52434.65431585182,75628.88536254436,22383.909166283313,48685.52889759604,199132.9777422755,1991.3297774227551,1991.3297774227551
2024-01-21,Dahlia,19525.976304263033,14146.23786010516,8481.843437109748,9021.257990641616,50767.53839108389,62243.44658446271,25445.530311329247,29770.15136911733,168226.66665599315,1682.2666665599315,1682.2666665599315
2024-01-28,Dahlia,22469.511751885744,15146.635934376807,8065.058650388419,9668.85821028549,58420.73055490293,66645.19811125795,24195.175951165256,31907.23209394212,181168.33671126826,1811.6833671126826,1811.6833671126826
2024-02-04,Dahlia,18992.645902129614,18338.043050578784,9610.612972954594,9294.34268438741,49380.879345536996,80687.38942254666,28831.83891886378,30671.33085847845,189571.4385454259,1895.714385454259,1895.714385454259
2024-02-11,Dahlia,19262.770807742167,14454.552860504658,5954.670035587642,11902.269240267939,50083.20410012964,63600.0325862205,17864.010106762926,39277.48849288419,170824.73528599727,1708.2473528599728,1708.2473528599728
2024-02-18,Dahlia,19307.196409373966,16392.412729626838,12773.434142418018,14027.817053185963,50198.71066437232,72126.61601035809,38320.30242725406,46291.796275513676,206937.42537749815,2069.3742537749813,2069.3742537749813
2024-02-25,Dahlia,19193.33392833551,12786.948182516659,13860.039704874791,12106.593181226079,49902.668213672325,56262.5720030733,41580.11911462437,39951.757498046056,187697.11682941605,1876.9711682941604,1876.9711682941604
2024-03-03,Dahlia,20041.78787573884,14951.749825779993,10297.127141151783,11740.151258536904,52108.648476920986,65787.69923343197,30891.38142345535,38742.49915317178,187530.22828698007,1875.3022828698006,1875.3022828698006
2024-03-10,Dahlia,18279.01397935929,13906.282117519215,9950.870094676002,11021.835411959222,47525.43634633416,61187.64131708455,29852.610284028007,36372.05685946543,174937.74480691215,1749.3774480691216,1749.3774480691216
2024-03-17,Dahlia,17861.462651968508,15212.860455383794,9617.534173868717,14707.18737944884,46439.802895118126,66936.5860036887,28852.60252160615,48533.71835218117,190762.70977259413,1907.6270977259412,1907.6270977259412
2024-03-24,Dahlia,12047.090574820964,17183.013703844925,11869.127788746444,8267.897581665331,31322.435494534508,75605.26029691768,35607.38336623933,27284.06201949559,169819.1411771871,1698.191411771871,1698.191411771871
2024-03-31,Dahlia,18971.937217758954,14257.118268008417,7888.732457923268,10599.929962336424,49327.03676617328,62731.32037923704,23666.197373769806,34979.7688757102,170704.32339489032,1707.0432339489032,1707.0432339489032
2024-04-07,Dahlia,16668.272463602512,18504.540886847244,11403.517589721192,14288.799170989485,43337.508405366534,81419.97990212787,34210.55276916358,47153.037264265295,206121.0783409233,2061.210783409233,2061.210783409233
2024-04-14,Dahlia,22165.016192129704,12741.896457565541,9213.21960058034,12880.874210210253,57629.04209953723,56064.34441328838,27639.658801741018,42506.88489369383,183839.93020826048,1838.399302082605,1838.399302082605
2024-04-21,Dahlia,16333.616573324163,16425.996860344778,9639.511902762797,11325.322546410724,42467.40309064282,72274.38618551703,28918.535708288393,37373.56440315539,181033.88938760362,1810.338893876036,1810.338893876036
2024-04-28,Dahlia,22132.879904610476,15888.52662297208,9458.55075127138,14086.793646055647,57545.48775198724,69909.51714107716,28375.652253814136,46486.419031983634,202317.0761788622,2023.1707617886218,2023.1707617886218
2024-05-05,Dahlia,16756.810017200307,16231.871213888528,10889.651886952575,11442.816409234818,43567.7060447208,71420.23334110953,32668.955660857726,37761.294150474896,185418.18919716295,1854.1818919716295,1854.1818919716295
2024-05-12,Dahlia,20978.399066726353,12497.772847229395,11386.040528810352,11667.17615440262,54543.83757348852,54990.20052780934,34158.12158643106,38501.68130952864,182193.84099725756,1821.9384099725755,1821.9384099725755
2024-05-19,Dahlia,18431.830938442883,17098.01845167378,8943.484464185862,9464.769666545593,47922.7604399515,75231.28118736463,26830.453392557585,31233.739899600456,181218.23491947417,1812.1823491947416,1812.1823491947416
2024-05-26,Dahlia,15330.112479428288,16212.01990269128,8079.355971255575,15158.629527571857,39858.29244651355,71332.88757184164,24238.067913766725,50023.477440987124,185452.72537310905,1854.5272537310905,1854.5272537310905
2024-06-02,Dahlia,13754.211776348835,18392.912736580078,10316.526200803928,11825.916398633293,35760.95061850697,80928.81604095236,30949.578602411784,39025.52411548987,186664.86937736097,1866.6486937736097,1866.6486937736097
2024-06-09,Dahlia,18365.24273957315,15798.272228704142,9943.547946362727,13985.943387629739,47749.63112289019,69512.39780629824,29830.64383908818,46153.61317917814,193246.28594745474,1932.4628594745475,1932.4628594745475
2024-06-16,Dahlia,20342.68294598612,15300.603522923755,9454.581681679216,11897.49787730208,52890.97565956391,67322.65550086452,28363.74504503765,39261.74299509686,187839.11920056294,1878.3911920056294,1878.3911920056294
2024-06-23,Dahlia,20923.405306676177,11579.663214686749,7977.721866841431,13337.875369240886,54400.85379735806,50950.518144621696,23933.16560052429,44014.988718494926,173299.52626099897,1732.9952626099898,1732.9952626099898
2024-06-30,Dahlia,20512.596314383827,14632.033327294641,10027.65089959809,12625.647069651008,53332.750417397954,64380.94664009642,30082.952698794266,41664.63532984832,189461.28508613695,1894.6128508613695,1894.6128508613695
2024-07-07,Dahlia,18380.720959071914,13443.390549195374,10293.767882646522,10238.929000292943,47789.874493586976,59150.91841645965,30881.303647939567,33788.465700966706,171610.5622589529,1716.105622589529,1716.105622589529
2024-07-14,Dahlia,21224.758267143414,11594.832791524319,11543.733455988466,12850.675468343477,55184.37149457288,51017.26428270701,34631.2003679654,42407.22904553347,183240.06519077875,1832.4006519077875,1832.4006519077875
2024-07-21,Dahlia,20768.089202941628,16965.38196789103,12498.211666693865,13825.866117032634,53997.03192764823,74647.68065872054,37494.635000081595,45625.35818620769,211764.70577265805,2117.6470577265804,2117.6470577265804
2024-07-28,Dahlia,14477.377306005064,12440.846066528597,9062.772133456481,12046.9638903795,37641.18099561317,54739.72269272583,27188.316400369444,39754.98083825235,159324.2009269608,1593.242009269608,1593.242009269608
2024-08-04,Dahlia,21552.977061407368,13548.51237369307,10280.150146715618,10640.310721764019,56037.74035965916,59613.45444424951,30840.45044014685,35113.02538182126,181604.67062587678,1816.0467062587677,1816.0467062587677
2024-08-11,Dahlia,18165.446591024156,12186.677806303556,8615.150130833643,9566.9677098906,47230.161136662806,53621.38234773565,25845.450392500927,31570.993442638977,158267.98731953837,1582.6798731953836,1582.6798731953836
2024-08-18,Dahlia,17072.380241068,17107.283593215678,8575.901666752085,16738.287716707302,44388.1886267768,75272.04781014899,25727.705000256254,55236.349465134095,200624.29090231613,2006.2429090231612,2006.2429090231612
2024-08-25,Dahlia,21479.953702642666,15369.672247389748,8712.46332972818,13260.557782936185,55847.879626870934,67626.5578885149,26137.38998918454,43759.84068368941,193371.66818825976,1933.7166818825976,1933.7166818825976
2024-09-01,Dahlia,18273.086521286677,15244.019629290722,13840.126807403192,11827.09218049563,47510.02495534536,67073.68636887918,41520.38042220958,39029.40419563558,195133.49594206968,1951.3349594206968,1951.3349594206968
2024-09-08,Dahlia,23447.819978857027,13593.647149748225,9947.517264254557,15187.441144143919,60964.33194502827,59812.04745889219,29842.55179276367,50118.555775674926,200737.48697235907,2007.3748697235906,2007.3748697235906
2024-09-15,Dahlia,18119.0988266367,18624.89711599386,11061.627903183213,10987.559803390319,47109.65694925542,81949.54731037299,33184.88370954964,36258.94735118805,198503.0353203661,1985.030353203661,1985.030353203661
2024-09-22,Dahlia,21897.223217166564,16945.10889925346,10932.714943325795,9173.59550419718,56932.780364633065,74558.47915671523,32798.144829977384,30272.86516385069,194562.26951517636,1945.6226951517635,1945.6226951517635
2024-09-29,Dahlia,17818.588472525393,14504.96272889699,9888.34985634993,13117.20977559122,46328.33002856602,63821.83600714676,29665.049569049792,43286.792259451024,183102.0078642136,1831.020078642136,1831.020078642136
2024-10-06,Dahlia,20533.103002799762,12329.311282579798,10570.296776508945,13099.054341510882,53386.06780727938,54248.96964335111,31710.890329526836,43226.87932698591,182572.80710714325,1825.7280710714324,1825.7280710714324
2024-10-13,Dahlia,21679.37134379312,17161.561451109243,11250.883231823356,12826.524142611186,56366.36549386211,75510.87038488068,33752.64969547007,42327.52967061691,207957.41524482978,2079.574152448298,2079.574152448298
2024-10-20,Dahlia,19789.502865624057,11678.078132968018,10644.42732869888,12373.8378368936,51452.707450622554,51383.54378505928,31933.281986096637,40833.664861748875,175603.19808352733,1756.0319808352733,1756.0319808352733
2024-10-27,Dahlia,20814.73651158612,12446.502848359381,8378.415189387606,13895.675135999227,54118.31493012392,54764.612532781284,25135.24556816282,45855.727948797445,179873.90097986546,1798.7390097986545,1798.7390097986545
2024-11-03,Dahlia,19881.334538430034,16363.00139474525,10042.477564195691,12053.561051092342,51691.469799918086,71997.2061368791,30127.432692587074,39776.75146860472,193592.860097989,1935.92860097989,1935.92860097989
2024-11-10,Dahlia,22814.851417927992,13967.910543565253,10144.181165411475,11167.904480330924,59318.61368661278,61458.80639168712,30432.543496234426,36854.08478509205,188064.04835962635,1880.6404835962635,1880.6404835962635
2024-11-17,Dahlia,18696.511317703054,14381.655753062721,10333.200657450569,11138.25248100574,48610.92942602794,63279.28531347598,30999.601972351706,36756.23318731894,179646.04989917454,1796.4604989917455,1796.4604989917455
2024-11-24,Dahlia,23767.268376720564,13210.785395560992,9719.692533757961,11208.484095106485,61794.89777947347,58127.455740468366,29159.077601273886,36987.9975138514,186069.42863506713,1860.6942863506713,1860.6942863506713
2024-12-01,Dahlia,24340.933653061198,15393.109553023149,11547.766809202953,9325.991328533451,63286.427497959114,67729.68203330185,34643.30042760886,30775.771384160387,196435.1813430302,1964.3518134303022,1964.3518134303022
2024-12-08,Dahlia,20801.150797607777,16779.261591246875,10123.425983913135,13917.864675117633,54082.992073780224,73828.75100148626,30370.27795173941,45928.953427888184,204210.97445489408,2042.1097445489409,2042.1097445489409
2024-12-15,Dahlia,18448.134649698884,17818.69488037116,13448.347185428876,11346.890591208614,47965.1500892171,78402.25747363312,40345.041556286626,37444.73895098842,204157.18807012527,2041.5718807012527,2041.5718807012527
2024-12-22,Dahlia,18663.492435797685,17906.768954235402,12369.35821859607,11058.851951124117,48525.08033307398,78789.78339863577,37108.07465578821,36494.211438709586,200917.14982620755,2009.1714982620754,2009.1714982620754
2024-12-29,Dahlia,18739.439548712427,14436.430782278985,7983.324233448584,10346.426496328444,48722.542826652316,63520.29544202754,23949.972700345752,34143.207437883866,170336.01840690945,1703.3601840690944,1703.3601840690944
